Applicant (student) Username,Applications ID,Employer Industry Name,Postings Apply Start Date,Postings Expiration Date Date,Student Educations Cumulative Gpa
edoyle4,4647407,K-12 Education,2017-04-19,2017-06-18,2.73
anunez2,4595474,Internet & Software,2017-04-19,2017-06-18,3.37
dvillar,4709972,Management Consulting,2017-04-19,2017-05-19,2.53
jguntur,4583851,Internet & Software,2017-04-19,2017-06-01,3.02
jsanch14,4765559,"Advertising, PR & Marketing",2017-04-19,2017-06-18,3.02
cdurham,4673340,Internet & Software,2017-04-19,2017-06-30,
kcheung6,4577945,Internet & Software,2017-04-19,2017-06-01,3.95
azou,4673962,Management Consulting,2017-04-19,2017-05-19,3.45
dorenste,4106418,Investment / Portfolio Management,2017-04-18,2017-05-18,3.63
jsanch14,4765903,Internet & Software,2017-04-18,2017-07-26,3.02
hdell2,4568574,Manufacturing - Other,2017-04-18,2017-05-01,3.07
mlee64,5749244,Legal & Law Enforcement,2017-04-18,2018-01-31,3.25
alin15,4562377,Manufacturing - Other,2017-04-18,2017-05-01,3.08
ecamach3,4914574,Construction,2017-04-18,2017-06-30,2.8
hlee79,4835717,Social Assistance,2017-04-18,2017-06-18,
jvidelef,4574149,Manufacturing - Other,2017-04-18,2017-05-01,3.37
lfelemba,4786040,Human Resources,2017-04-18,2017-05-19,3.1
knagumot,7975016,Legal & Law Enforcement,2017-04-18,2018-01-31,2.68
azhang24,8564456,Legal & Law Enforcement,2017-04-18,2018-01-31,3.69
nchait,9274713,Legal & Law Enforcement,2017-04-18,2018-01-31,3.21
aabdraim,9164052,Legal & Law Enforcement,2017-04-18,2018-01-31,
jdib,4682546,Legal & Law Enforcement,2017-04-18,2018-01-31,3.46
gvander2,8807350,"Advertising, PR & Marketing",2017-04-18,2018-07-28,3.7
hdell2,4568514,Manufacturing - Other,2017-04-18,2017-05-01,3.07
ypan22,4573210,Construction,2017-04-18,2017-06-30,3.73
bgiacalo,8139183,Legal & Law Enforcement,2017-04-18,2018-01-31,3.8
afan6,4562924,Human Resources,2017-04-18,2017-06-17,3.75
mbramall,4607108,Other Industries,2017-04-17,2017-06-16,3.2
vmehta5,4997811,Investment Banking,2017-04-17,2017-08-31,3.7
lfelemba,4553747,Research,2017-04-17,2017-06-16,3.1
jluo12,5716939,Investment Banking,2017-04-17,2017-08-31,3.87
jguntur,3965866,Aerospace,2017-04-17,2017-10-02,3.02
afayeque,5586674,Investment Banking,2017-04-17,2017-08-31,3.35
anunez2,4595515,Manufacturing - Other,2017-04-17,2017-06-16,3.37
kcheung6,4565932,Aerospace,2017-04-17,2017-04-24,3.95
wkaseu,4947343,Manufacturing - Other,2017-04-17,2017-06-16,3.43
ikumar,5245216,Investment Banking,2017-04-17,2017-08-31,3.64
pmenzzas,4959828,Investment Banking,2017-04-17,2017-08-31,3.68
hjurman,4633249,Investment Banking,2017-04-17,2017-08-31,2.84
kcheung6,4565941,Aerospace,2017-04-17,2017-04-24,3.95
wkaseu,4947462,Research,2017-04-17,2017-06-16,3.43
coh2,4788890,Manufacturing - Other,2017-04-17,2017-06-16,3.53
dorenste,3801816,Investment / Portfolio Management,2017-04-17,2017-05-31,3.63
jpan11,4911850,Investment Banking,2017-04-17,2017-08-31,3.89
zshi7,4887541,Manufacturing - Other,2017-04-17,2017-06-16,2.11
alin15,3957642,Aerospace,2017-04-17,2017-10-02,3.08
hbatra,5707967,Investment Banking,2017-04-17,2017-08-31,3.15
lfelemba,4558914,Investment / Portfolio Management,2017-04-17,2017-07-16,3.1
wkaseu,4947328,Investment Banking,2017-04-17,2017-08-31,3.43
hkaplan2,4662901,Management Consulting,2017-04-17,2017-05-26,3.65
mhaigis,4590383,Manufacturing - Other,2017-04-17,2017-06-16,3.82
bwang28,5667007,Investment Banking,2017-04-17,2017-08-31,3.6
hlee79,4832138,Healthcare,2017-04-17,2017-06-30,
ypan16,1245094,Investment Banking,2017-04-17,2017-08-31,3.52
jsanch14,4967592,Investment / Portfolio Management,2017-04-17,2017-07-16,3.02
hjurman,4748377,Manufacturing - Other,2017-04-17,2017-06-16,2.84
bcrouse,4627352,Management Consulting,2017-04-17,2017-05-26,3.35
lgoldst5,4636216,Legal & Law Enforcement,2017-04-14,2017-06-13,3.2
asayeed,6387524,Politics,2017-04-14,2017-11-07,3.3
cengler,8861861,Management Consulting,2017-04-14,2018-05-24,4
sduquet2,9888168,Management Consulting,2017-04-14,2018-05-24,2.54
awolkoff,10891478,Management Consulting,2017-04-14,2018-05-24,3.22
achen37,4634741,Legal & Law Enforcement,2017-04-14,2017-06-13,3.55
dmoody,12005139,Management Consulting,2017-04-14,2018-05-24,2.81
lfelemba,4526913,Biotech & Life Sciences,2017-04-14,2017-06-13,3.1
tkhan6,9580412,Management Consulting,2017-04-14,2018-05-24,3.72
mjebb2,8918273,Management Consulting,2017-04-14,2018-05-24,2.84
nmodi2,9761997,Management Consulting,2017-04-14,2018-05-24,3.33
pbrar2,12198287,Management Consulting,2017-04-14,2018-05-24,3.53
qokwaraj,6043019,Design,2017-04-14,2017-09-30,
asingh36,4538717,Other Education,2017-04-14,2017-05-01,3.83
asingh36,4603425,Internet & Software,2017-04-14,2017-04-26,3.83
hkeliuot,13487113,Management Consulting,2017-04-14,2018-05-24,2.84
mpurak,8527708,Management Consulting,2017-04-14,2018-05-24,3.86
yshan3,8308668,Management Consulting,2017-04-14,2018-05-24,3.37
avarma6,8343904,Politics,2017-04-14,2017-11-07,4
nchait,9402137,Management Consulting,2017-04-14,2018-05-24,3.21
ehancock,11217283,Management Consulting,2017-04-14,2018-05-24,3.31
jzhao22,11196557,Management Consulting,2017-04-14,2018-05-24,3.55
vvalence,9732374,Management Consulting,2017-04-14,2018-05-24,2.52
gschwa10,11361144,Management Consulting,2017-04-14,2018-05-24,3.85
mfeehan2,8856808,Management Consulting,2017-04-14,2018-05-24,2.58
hlee79,12767848,Management Consulting,2017-04-14,2018-05-24,
achen37,13028902,Management Consulting,2017-04-14,2018-05-24,3.55
jsanch14,4900706,Human Resources,2017-04-14,2017-07-14,3.02
lguo15,7882502,Management Consulting,2017-04-14,2018-05-24,3.12
knagumot,8788562,Management Consulting,2017-04-14,2018-05-24,2.68
knagumot,7975340,Management Consulting,2017-04-14,2018-05-24,2.68
dfoggio,11326968,Management Consulting,2017-04-14,2018-05-24,3.25
hpark43,4625017,Internet & Software,2017-04-13,2017-06-12,3.76
vnieto,4562690,Legal & Law Enforcement,2017-04-13,2017-06-12,1.36
afan6,4521193,Electronic & Computer Hardware,2017-04-13,2017-06-07,3.75
kpolloc3,4535789,Internet & Software,2017-04-13,2017-05-10,3.35
blee38,4552722,Transportation & Logistics,2017-04-13,2017-05-19,3.37
strezza,5142619,Human Resources,2017-04-13,2017-07-30,3.39
jvidelef,4627871,Human Resources,2017-04-13,2017-07-30,3.37
achen37,13775525,Manufacturing - Other,2017-04-13,2018-12-29,3.55
jsanch14,4765940,Utilities and Renewable Energy,2017-04-13,2017-06-12,3.02
mmcgove4,4563592,Internet & Software,2017-04-13,2017-06-30,3.3
emestiza,4775498,Insurance,2017-04-13,2017-06-12,2.58
arussel7,14422663,Manufacturing - Other,2017-04-13,2018-12-29,3.08
jvidelef,4575232,Transportation & Logistics,2017-04-13,2017-05-19,3.37
mbramall,4607200,Legal & Law Enforcement,2017-04-13,2017-06-12,3.2
afan6,4521243,Internet & Software,2017-04-13,2017-06-30,3.75
rmooney3,4611902,Legal & Law Enforcement,2017-04-13,2017-06-12,3.86
racosta4,4248858,Sports & Leisure,2017-04-13,2017-06-04,2.4
slee195,3663660,Non-Profit - Other,2017-04-13,2017-06-30,3.49
oisley,4724483,Internet & Software,2017-04-13,2017-05-10,1.98
lfelemba,4811060,Investment / Portfolio Management,2017-04-13,2017-06-12,3.1
afan6,4521218,Internet & Software,2017-04-13,2017-05-10,3.75
tkhan6,9500287,Manufacturing - Other,2017-04-13,2017-12-29,3.72
hlee79,4798311,Non-Profit - Other,2017-04-13,2017-06-12,
bandoh,12564834,Manufacturing - Other,2017-04-13,2018-12-29,2.92
sroth8,4896797,Legal & Law Enforcement,2017-04-13,2017-06-12,3.48
tkhan6,12771748,"Advertising, PR & Marketing",2017-04-12,2018-05-31,3.72
pbrar2,12964968,"Advertising, PR & Marketing",2017-04-12,2018-05-31,3.53
pcrosset,6997446,"Movies, TV, Music",2017-04-12,2017-12-22,3.49
emestiza,4996499,"Advertising, PR & Marketing",2017-04-12,2018-05-31,2.58
kcheung6,4501261,K-12 Education,2017-04-12,2017-06-11,3.95
cdurham,4673352,Internet & Software,2017-04-12,2017-05-12,
asingh36,4523667,K-12 Education,2017-04-12,2017-06-11,3.83
hlee79,4918626,Human Resources,2017-04-12,2017-06-11,
mmcgove4,13080456,"Advertising, PR & Marketing",2017-04-12,2018-05-31,3.3
dvillar,9385626,"Advertising, PR & Marketing",2017-04-12,2018-05-31,2.53
hlee79,4831982,Healthcare,2017-04-12,2017-06-11,
iparise,13690309,"Advertising, PR & Marketing",2017-04-12,2018-05-31,3.54
jsanch14,4765667,"Advertising, PR & Marketing",2017-04-12,2017-06-11,3.02
rkaplan6,8733109,"Movies, TV, Music",2017-04-12,2017-12-22,3.23
asingh36,4538772,"Government - Local, State & Federal",2017-04-12,2017-04-28,3.83
hdell2,4568554,K-12 Education,2017-04-12,2017-06-11,3.07
jtian,4001959,Internet & Software,2017-04-12,2017-07-12,3.8
bcrouse,4627031,Internet & Software,2017-04-12,2017-05-12,3.35
jsanch14,4765886,Automotive,2017-04-12,2017-06-30,3.02
bcaputo,11562088,"Advertising, PR & Marketing",2017-04-12,2018-05-31,4
ngiggey,4689354,Scientific and Technical Consulting,2017-04-12,2017-07-12,3.21
asingh36,4523670,K-12 Education,2017-04-12,2017-06-11,3.83
emill28,9891120,"Advertising, PR & Marketing",2017-04-12,2018-05-31,3.77
jvidelef,4574219,K-12 Education,2017-04-12,2017-06-11,3.37
hdell2,4568555,K-12 Education,2017-04-12,2017-06-11,3.07
jgrey2,4867688,"Advertising, PR & Marketing",2017-04-12,2018-05-31,2.24
dmatthe4,5318386,Healthcare,2017-04-12,2017-09-29,2.97
mbramall,4607192,Human Resources,2017-04-12,2017-06-11,3.2
tdaly2,4538647,Healthcare,2017-04-12,2017-06-29,3.65
gfrankle,5385745,"Advertising, PR & Marketing",2017-04-12,2018-05-31,3.45
alin15,4503621,K-12 Education,2017-04-12,2017-06-11,3.08
kcheung6,4501242,K-12 Education,2017-04-12,2017-06-11,3.95
cricher,4745766,"Journalism, Media & Publishing",2017-04-12,2017-05-12,3.38
asingh36,4523668,K-12 Education,2017-04-12,2017-06-11,3.83
yli136,4507358,Environmental Services,2017-04-11,2017-06-10,3.71
kpolloc3,4638022,Manufacturing - Other,2017-04-11,2017-07-31,3.35
jgrey2,4846488,Investment / Portfolio Management,2017-04-11,2017-11-01,2.24
jbrillia,3471025,Manufacturing - Other,2017-04-11,2017-07-31,3.46
wxie7,3420205,Manufacturing - Other,2017-04-11,2017-07-31,3.81
mcifci,4924671,Research,2017-04-11,2017-06-11,3.44
yjin16,2852266,Human Resources,2017-04-11,2017-05-11,3.33
hpark43,4625025,Investment / Portfolio Management,2017-04-11,2017-11-01,3.76
avarma6,8382442,Investment / Portfolio Management,2017-04-11,2017-11-01,4
alemire,4509523,Environmental Services,2017-04-11,2017-06-12,3.07
jsanch14,4053189,Human Resources,2017-04-11,2017-05-11,3.02
oisley,4793685,Manufacturing - Other,2017-04-11,2017-07-31,1.98
mcolli25,24331382,K-12 Education,2017-04-11,2019-11-30,2.68
cfunai,4835702,Research,2017-04-11,2017-06-08,3.5
asayeed,6387965,Investment / Portfolio Management,2017-04-11,2017-11-01,3.3
jvidelef,4575199,Investment / Portfolio Management,2017-04-11,2017-11-01,3.37
afan6,4521254,Computer Networking,2017-04-11,2017-06-10,3.75
asingh36,4523673,Internet & Software,2017-04-11,2017-06-10,3.83
afan6,4495905,Internet & Software,2017-04-11,2017-06-10,3.75
jpan11,4032064,Manufacturing - Other,2017-04-11,2017-07-31,3.89
mfeehan2,4511519,Computer Networking,2017-04-11,2017-06-10,2.58
dpan6,8437957,Investment / Portfolio Management,2017-04-11,2017-11-01,3.91
lfelemba,4491871,Human Resources,2017-04-11,2017-06-10,3.1
jteperma,2792213,Human Resources,2017-04-11,2017-05-11,3.77
eding2,5104332,Manufacturing - Other,2017-04-11,2017-07-31,3.38
hdell2,4568568,Environmental Services,2017-04-11,2017-06-10,3.07
asingh36,4523695,International Affairs,2017-04-11,2017-06-10,3.83
blee38,4569145,Computer Networking,2017-04-11,2017-06-10,3.37
asingh36,4545894,Internet & Software,2017-04-11,2017-05-12,3.83
sye5,4543797,Investment / Portfolio Management,2017-04-11,2017-11-01,3.78
bwang28,4567158,Internet & Software,2017-04-11,2017-05-12,3.6
lfelemba,3415326,Manufacturing - Other,2017-04-11,2017-07-31,3.1
wschmid3,3972509,Human Resources,2017-04-11,2017-05-11,2.86
hlee79,4831915,Research,2017-04-11,2017-06-11,
sogunji,4872640,Real Estate,2017-04-11,2017-06-02,3.61
korquera,4560371,Investment / Portfolio Management,2017-04-11,2017-11-01,2.52
dglazek@yahoo.com,4873496,Internet & Software,2017-04-11,2017-06-10,
hjurman,4633254,Investment / Portfolio Management,2017-04-11,2017-11-01,2.84
blee38,4700059,Internet & Software,2017-04-11,2017-05-12,3.37
gmongell,8223903,Investment / Portfolio Management,2017-04-10,2017-11-30,3.75
otroyer,4659386,Other Industries,2017-04-10,2017-05-05,3.32
tchu5,4619084,Other Industries,2017-04-10,2017-06-09,2.83
anyaison,4622690,Other Industries,2017-04-10,2017-06-09,3.09
jmitch32,4489576,Other Industries,2017-04-10,2017-06-09,2.45
afan6,6954373,Investment / Portfolio Management,2017-04-10,2017-11-30,3.75
hjurman,4576178,Non-Profit - Other,2017-04-10,2017-06-12,2.84
asingh36,4486974,Human Resources,2017-04-10,2017-06-09,3.83
dkelly9,4590647,Real Estate,2017-04-10,2017-05-19,3
afan6,4521238,Environmental Services,2017-04-10,2017-06-12,3.75
afan6,4562951,Human Resources,2017-04-10,2017-06-09,3.75
cvasque2,12375672,Healthcare,2017-04-10,2018-05-01,2.65
dvillar,8396789,Investment / Portfolio Management,2017-04-10,2017-11-30,2.53
wschmid3,4339351,Internet & Software,2017-04-10,2017-05-25,2.86
mdelsord,4741256,Other Industries,2017-04-10,2017-06-09,3.89
yli136,4507637,Design,2017-04-10,2017-06-09,3.71
ecamach3,4429495,Internet & Software,2017-04-10,2017-05-25,2.8
amercha6,7755909,Investment / Portfolio Management,2017-04-10,2017-11-30,3.45
dorenste,4888042,Management Consulting,2017-04-10,2017-06-09,3.63
mfeehan2,8853744,Investment / Portfolio Management,2017-04-10,2017-11-30,2.58
akeller5,7741181,Investment / Portfolio Management,2017-04-10,2017-11-30,3.65
asingh36,4486981,Other Industries,2017-04-10,2017-06-09,3.83
azou,4674018,Insurance,2017-04-10,2017-05-05,3.45
amercha6,7755923,Investment / Portfolio Management,2017-04-10,2017-11-30,3.45
jguntur,4508467,Other Industries,2017-04-10,2017-06-09,3.02
hpark43,4625035,Non-Profit - Other,2017-04-10,2017-06-12,3.76
asingh36,4886013,Electronic & Computer Hardware,2017-04-10,2017-06-30,3.83
lfelemba,4526974,Natural Resources,2017-04-10,2017-05-30,3.1
alemire,4546789,Natural Resources,2017-04-10,2017-05-30,3.07
azou,4673958,Other Industries,2017-04-10,2017-05-05,3.45
aflaschn,7775523,Investment / Portfolio Management,2017-04-10,2017-11-30,3.71
azhang24,8724488,Investment / Portfolio Management,2017-04-10,2017-11-30,3.69
afan6,4494283,Healthcare,2017-04-10,2017-05-08,3.75
ckim48,4617885,Other Industries,2017-04-10,2017-06-09,3.03
cpang2,5374511,Research,2017-04-07,2017-09-20,3.31
dglazek@yahoo.com,4873615,Higher Education,2017-04-07,2017-06-06,
xxie10,152944,Investment Banking,2017-04-07,2017-05-07,3.61
phuang7,15113271,Hotels & Accommodation,2017-04-07,2018-12-01,3.25
kpolloc3,4505560,Higher Education,2017-04-07,2017-06-01,3.35
zshi7,4887809,Higher Education,2017-04-07,2017-06-06,2.11
ekim62,4625594,Higher Education,2017-04-07,2017-06-06,2.12
anyaison,4651211,Higher Education,2017-04-07,2017-06-06,3.09
oisley,4718386,Higher Education,2017-04-07,2017-06-06,1.98
emestiza,4564092,Investment Banking,2017-04-07,2017-05-01,2.58
dbrathwa,4463027,Higher Education,2017-04-07,2017-06-01,3.5
yli136,4507936,Social Assistance,2017-04-07,2017-04-26,3.71
asingh36,4486988,Internet & Software,2017-04-07,2017-05-19,3.83
bwang28,4558679,CPG - Consumer Packaged Goods,2017-04-07,2017-04-28,3.6
mpastern,4326728,Investment Banking,2017-04-07,2017-05-01,3.31
ftseng,1419275,Research,2017-04-07,2017-09-20,
afan6,4521320,Internet & Software,2017-04-07,2017-05-19,3.75
anyaison,4651187,Higher Education,2017-04-07,2017-06-01,3.09
ypan22,4737181,Higher Education,2017-04-07,2017-06-01,3.73
alin15,4453235,CPG - Consumer Packaged Goods,2017-04-07,2017-04-28,3.08
hdell2,4568584,Civil Engineering,2017-04-07,2017-06-06,3.07
cdurham,4673328,Higher Education,2017-04-07,2017-06-06,
jmill98,19985854,Hotels & Accommodation,2017-04-07,2018-12-01,3.16
ckim48,4618028,Higher Education,2017-04-07,2017-06-01,3.03
asingh36,4470268,Internet & Software,2017-04-07,2017-06-01,3.83
oisley,4718054,Higher Education,2017-04-07,2017-06-01,1.98
alin15,4471476,Higher Education,2017-04-07,2017-06-01,3.08
oisley,4718136,Higher Education,2017-04-07,2017-06-01,1.98
cdurham,4673333,Electronic & Computer Hardware,2017-04-07,2017-06-06,
jguntur,4501797,Higher Education,2017-04-07,2017-06-01,3.02
afan6,4562981,Internet & Software,2017-04-07,2017-06-01,3.75
cdurham,4753658,Higher Education,2017-04-07,2017-06-01,
hjurman,4748367,Higher Education,2017-04-07,2017-06-06,2.84
anyaison,4651143,Higher Education,2017-04-07,2017-06-01,3.09
bcrouse,4507145,Investment Banking,2017-04-07,2017-05-01,3.35
ecamach3,4633998,Investment / Portfolio Management,2017-04-07,2017-05-02,2.8
kcheung6,4493832,Higher Education,2017-04-07,2017-06-01,3.95
dbarnet4,4707663,Higher Education,2017-04-07,2017-06-06,2.26
nle2,4805136,Higher Education,2017-04-07,2017-06-06,2.9
klapusna,4629682,Internet & Software,2017-04-07,2017-06-01,3.46
cdurham,4673325,Higher Education,2017-04-07,2017-06-01,
asingh36,4470288,Higher Education,2017-04-07,2017-06-01,3.83
zkanaley,4354257,Investment Banking,2017-04-07,2017-05-01,3.4
asingh36,4470375,Real Estate,2017-04-06,2017-04-14,3.83
alin15,4448887,Manufacturing - Other,2017-04-06,2017-04-30,3.08
afan6,4563204,Healthcare,2017-04-06,2017-04-29,3.75
eding2,4563447,Manufacturing - Other,2017-04-06,2017-04-30,3.38
strezza,4915259,Human Resources,2017-04-06,2017-06-09,3.39
ypan22,4573615,Scientific and Technical Consulting,2017-04-06,2017-06-05,3.73
hjurman,4576210,Insurance,2017-04-06,2017-05-07,2.84
pcrosset,6804153,"Advertising, PR & Marketing",2017-04-06,2017-09-30,3.49
tdealwis,4446341,Biotech & Life Sciences,2017-04-06,2017-06-05,
gchen20,5245030,"Advertising, PR & Marketing",2017-04-06,2017-09-30,3.7
wschmid3,4741189,Management Consulting,2017-04-06,2017-05-26,2.86
skirui,4579327,Manufacturing - Other,2017-04-06,2017-04-30,2.51
emestiza,4728819,"Advertising, PR & Marketing",2017-04-06,2017-09-30,2.58
afan6,4521321,Internet & Software,2017-04-06,2017-06-05,3.75
emestiza,4564013,"Advertising, PR & Marketing",2017-04-06,2017-09-30,2.58
hzhao17,4454032,Manufacturing - Other,2017-04-06,2017-04-30,3.93
emestiza,4728864,Internet & Software,2017-04-06,2017-06-05,2.58
ekim62,4625529,Insurance,2017-04-06,2017-05-07,2.12
emestiza,4564118,"Advertising, PR & Marketing",2017-04-06,2017-09-30,2.58
tdaly2,4501941,Healthcare,2017-04-06,2017-07-06,3.65
mdelsord,4754278,Internet & Software,2017-04-06,2017-06-05,3.89
ecamach3,5251543,"Advertising, PR & Marketing",2017-04-06,2017-09-30,2.8
bcrouse,4626922,Commercial Banking & Credit,2017-04-06,2017-05-26,3.35
kcheung6,4501313,Real Estate,2017-04-06,2017-04-14,3.95
wstromin,4630139,Insurance,2017-04-06,2017-05-07,2.76
rkaplan6,5968479,"Advertising, PR & Marketing",2017-04-06,2017-09-30,3.23
xzhu12,4894943,Human Resources,2017-04-06,2017-06-05,3.52
tkittros,4600862,Manufacturing - Other,2017-04-06,2017-04-30,3.87
ggowan,4537501,Aerospace,2017-04-06,2017-04-24,3.1
hwhite11,4505480,Manufacturing - Other,2017-04-06,2017-04-30,3.63
cfunai,4836143,Investment Banking,2017-04-06,2017-06-05,3.5
korquera,4560211,Insurance,2017-04-06,2017-05-07,2.52
sye5,4543722,Insurance,2017-04-06,2017-05-07,3.78
eschlech,4592669,K-12 Education,2017-04-06,2017-06-30,3.29
mmcgove4,4512403,Healthcare,2017-04-06,2017-04-29,3.3
wschmid3,3973209,Insurance,2017-04-06,2017-06-04,2.86
wschmid3,4900351,Human Resources,2017-04-06,2017-06-09,2.86
jpan11,4494874,Manufacturing - Other,2017-04-06,2017-04-30,3.89
vmehta5,4489806,Human Resources,2017-04-06,2017-06-05,3.7
jguntur,4544466,Internet & Software,2017-04-05,2017-05-12,3.02
blee38,4560128,Internet & Software,2017-04-05,2017-06-04,3.37
mfeehan2,4511366,Internet & Software,2017-04-05,2017-07-03,2.58
jjenkin7,14067804,Healthcare,2017-04-05,2019-05-28,3.36
wkaseu,4444267,Internet & Software,2017-04-05,2017-06-04,3.43
afan6,4491041,Internet & Software,2017-04-05,2017-06-04,3.75
kbattag3,24519825,Healthcare,2017-04-05,2019-05-28,3.54
fmartin4,20578686,Healthcare,2017-04-05,2019-05-28,2.7
ypan22,4737186,Internet & Software,2017-04-05,2017-05-12,3.73
bsacatuc,20893010,Healthcare,2017-04-05,2019-05-28,3.18
alemire,4466276,"Farming, Ranching and Fishing",2017-04-05,2017-08-31,3.07
adutta3,4472349,Internet & Software,2017-04-05,2017-06-04,3.3
afan6,4562984,Internet & Software,2017-04-05,2017-07-03,3.75
gzemerin,3182439,"Movies, TV, Music",2017-04-05,2017-05-05,3.67
sahluwa3,11345918,Healthcare,2017-04-05,2019-05-28,3.53
asingh36,4437945,Internet & Software,2017-04-05,2017-07-03,3.83
asingh36,4437935,Internet & Software,2017-04-05,2017-06-04,3.83
afan6,4562987,Internet & Software,2017-04-05,2017-07-03,3.75
rjain8,4754553,Internet & Software,2017-04-05,2017-05-12,3.01
jpaulk,12414546,Healthcare,2017-04-05,2019-05-28,3.2
asingh36,4863020,Internet & Software,2017-04-05,2017-06-04,3.83
tchu5,4823175,Internet & Software,2017-04-05,2017-07-03,2.83
bramey,20127933,Healthcare,2017-04-05,2019-05-28,2.95
mgentil3,22408983,Healthcare,2017-04-05,2019-05-28,3.56
gwahba,4540424,Hotels & Accommodation,2017-04-05,2017-06-04,3.76
uvengala,4713578,Internet & Software,2017-04-05,2017-06-04,3.96
eradford,24527605,Healthcare,2017-04-05,2019-05-28,3.93
kshaugh2,25165390,Healthcare,2017-04-05,2019-05-28,2.95
cziring,18091125,Healthcare,2017-04-05,2019-05-28,3.45
yli136,4508153,Retail Stores,2017-04-05,2017-04-30,3.71
asingh36,4437953,Internet & Software,2017-04-05,2017-07-03,3.83
czelicof,3062597,"Movies, TV, Music",2017-04-05,2017-05-05,3.81
jpaulk,11301156,Healthcare,2017-04-05,2019-05-28,3.2
bchang9,3395027,Healthcare,2017-04-05,2019-05-28,
yzh167,24693971,Healthcare,2017-04-05,2019-05-28,3.31
jsanch14,4765649,Internet & Software,2017-04-05,2017-07-05,3.02
afan6,4521371,Environmental Services,2017-04-04,2017-06-03,3.75
blee38,4560335,Environmental Services,2017-04-04,2017-06-03,3.37
azou,4674168,Environmental Services,2017-04-04,2017-06-03,3.45
alin15,4448914,Environmental Services,2017-04-04,2017-06-03,3.08
wkaseu,4444251,Environmental Services,2017-04-04,2017-06-03,3.43
lmouli,4499744,Environmental Services,2017-04-04,2017-06-03,3.79
klapusna,4545755,Healthcare,2017-04-04,2017-04-17,3.46
sogunji,4599041,Environmental Services,2017-04-04,2017-06-03,3.61
pcrosset,7004344,Real Estate,2017-04-04,2018-04-04,3.49
jsanch14,4842707,Human Resources,2017-04-04,2017-06-03,3.02
bharr11,4546281,Healthcare,2017-04-04,2017-04-17,3.19
dkelly9,4584386,Real Estate,2017-04-04,2018-04-04,3
ecamach3,4633959,Social Assistance,2017-04-04,2017-06-03,2.8
mfeehan2,8986091,Real Estate,2017-04-04,2018-04-04,2.58
alemire,4465634,Transportation & Logistics,2017-04-04,2017-04-13,3.07
olantvel,3624711,"Advertising, PR & Marketing",2017-04-04,2017-04-11,2.39
mbramall,4607214,Legal & Law Enforcement,2017-04-04,2017-05-22,3.2
mrodri33,4507682,Transportation & Logistics,2017-04-04,2017-04-13,2.59
emill28,4465828,Human Resources,2017-04-04,2017-04-28,3.77
asingh36,4410483,Internet & Software,2017-04-03,2017-04-10,3.83
wkaseu,4444340,Non-Profit - Other,2017-04-03,2017-04-28,3.43
asingh36,4400062,Electronic & Computer Hardware,2017-04-03,2017-04-28,3.83
afan6,4491130,Internet & Software,2017-04-03,2017-04-26,3.75
asingh36,4410856,Medical Devices,2017-04-03,2017-04-28,3.83
asingh36,4410494,Electronic & Computer Hardware,2017-04-03,2017-05-05,3.83
asingh36,4450083,Internet & Software,2017-04-03,2017-06-30,3.83
kbopp2,4813145,"Advertising, PR & Marketing",2017-04-03,2017-05-31,3.3
hpark43,4625198,Electronic & Computer Hardware,2017-04-03,2017-04-28,3.76
bcrouse,4627414,"Advertising, PR & Marketing",2017-04-03,2017-05-31,3.35
criedels,4410449,Electronic & Computer Hardware,2017-04-03,2017-05-05,2.39
alin15,4407569,Internet & Software,2017-04-03,2017-04-26,3.08
ssuizhu,4399936,Electronic & Computer Hardware,2017-04-03,2017-04-28,3.2
asingh36,4410544,Electronic & Computer Hardware,2017-04-03,2017-04-28,3.83
afan6,4494234,Internet & Software,2017-04-03,2017-06-30,3.75
cfunai,4836137,"Advertising, PR & Marketing",2017-04-03,2017-05-31,3.5
hzhao17,4458517,Other Industries,2017-04-03,2017-06-02,3.93
azou,4678046,Fashion,2017-04-03,2017-05-15,3.45
asingh36,4410473,Internet & Software,2017-04-03,2017-04-26,3.83
gmongell,4508492,Electronic & Computer Hardware,2017-04-03,2017-04-28,3.75
afan6,4521375,Environmental Services,2017-04-03,2017-05-22,3.75
sjeter,4424796,Medical Devices,2017-04-03,2017-04-28,3
afan6,4521454,Internet & Software,2017-04-03,2017-06-02,3.75
wschmid3,5106066,Utilities and Renewable Energy,2017-04-03,2017-07-24,2.86
asingh36,4450205,Internet & Software,2017-04-03,2017-07-01,3.83
afan6,4494240,Internet & Software,2017-04-03,2017-06-30,3.75
ykim95,3096442,Internet & Software,2017-04-03,2017-05-01,3.8
jsanch14,4443176,Internet & Software,2017-04-03,2017-04-10,3.02
cyoo3,4509439,Electronic & Computer Hardware,2017-04-03,2017-04-28,3.01
alemire,4466170,Non-Profit - Other,2017-04-02,2017-06-16,3.07
alin15,4379133,Electronic & Computer Hardware,2017-04-01,2017-10-30,3.08
jrosell,614488,Electronic & Computer Hardware,2017-04-01,2017-05-02,2.86
asingh36,4387836,Electronic & Computer Hardware,2017-04-01,2017-10-30,3.83
sjeter,4847116,Healthcare,2017-04-01,2017-06-01,3
asingh36,4450080,Investment / Portfolio Management,2017-04-01,2017-04-13,3.83
adutta3,5079318,Electronic & Computer Hardware,2017-04-01,2017-10-30,3.3
